user_id,cart_abandoned_date,last_order_date,avg_order_value,sessions_last_30d,num_cart_items,engagement_score,profitability_score,class_label,region
U19141,27-09-2025,06-01-2024,110,2,2,0.103,0.052,Casual,RegionA
U19142,27-09-2025,24-06-2025,1790,5,1,0.802,0.277,VIP,RegionC
U19143,27-09-2025,03-07-2025,50,2,2,0.522,0.175,Casual,RegionC
U19144,27-09-2025,,50,3,1,0.393,0.097,Casual,RegionA
U19145,27-09-2025,10-03-2025,90,2,4,0.203,0.108,Casual,RegionA
U19146,27-09-2025,03-09-2025,80,2,1,0.228,0.065,Casual,RegionA
U19147,27-09-2025,15-06-2024,50,1,1,0.175,0.078,Casual,RegionB
U19148,27-09-2025,09-05-2025,50,2,1,0.179,0.161,Casual,RegionA
U19149,27-09-2025,11-08-2025,50,2,1,0.202,0.127,Casual,RegionA
U19150,27-09-2025,07-04-2025,80,2,4,0.558,0.224,Regular,RegionD
U19151,27-09-2025,,690,5,2,0.966,0.328,VIP,RegionA
U19152,27-09-2025,08-06-2024,90,2,5,0.286,0.129,Casual,RegionC
U19153,27-09-2025,24-07-2025,50,2,1,0.026,0.12,Casual,RegionC
U19154,27-09-2025,21-09-2025,270,5,3,0.448,0.141,Regular,RegionA
U19155,27-09-2025,21-01-2025,50,2,1,0.266,0.042,Casual,RegionA
U19156,27-09-2025,05-10-2024,50,3,3,0.524,0.056,Casual,RegionB
U19157,27-09-2025,23-07-2025,200,6,2,0.305,0.168,Regular,RegionA
U19158,27-09-2025,13-09-2025,50,5,4,0.206,0.054,Casual,RegionB
U19159,27-09-2025,28-07-2025,90,3,1,0.696,0.138,Casual,RegionC
U19160,27-09-2025,02-07-2025,100,1,2,0.128,0.056,Casual,RegionA
U19161,27-09-2025,07-03-2024,50,1,1,0.249,0.043,Casual,RegionA
U19162,27-09-2025,05-06-2025,80,3,2,0.405,0.14,Casual,RegionA
U19163,27-09-2025,,70,4,5,0.249,0.082,Casual,RegionD
U19164,27-09-2025,25-12-2024,420,7,2,0.9,0.186,VIP,RegionB
U19165,27-09-2025,05-09-2025,110,0,1,0.236,0.077,Dormant,RegionD
U19166,27-09-2025,12-07-2025,60,1,3,0.234,0.184,Casual,RegionA
U19167,27-09-2025,27-07-2025,80,4,2,0.34,0.173,Regular,RegionA
U19168,27-09-2025,24-11-2023,70,1,2,0.185,0.061,Casual,RegionD
U19169,27-09-2025,12-11-2023,90,6,5,0.815,0.129,Regular,RegionC
U19170,27-09-2025,16-12-2024,240,2,4,0.451,0.141,Regular,RegionC
U19171,27-09-2025,22-06-2024,50,1,3,0.027,0.145,Casual,RegionA
U19172,27-09-2025,03-08-2024,60,2,3,0.285,0.163,Casual,RegionD
U19173,27-09-2025,15-05-2025,80,2,2,0.246,0.097,Casual,RegionC
U19174,27-09-2025,01-07-2025,100,3,2,0.527,0.115,Regular,RegionB
U19175,27-09-2025,18-05-2024,50,0,1,0.316,0.139,Casual,RegionB
U19176,27-09-2025,19-07-2025,140,2,3,0.006,0.12,Casual,RegionA
U19177,27-09-2025,03-03-2025,9990,9,2,0.136,0.292,VIP,RegionB
U19178,27-09-2025,12-12-2024,290,3,4,0.298,0.188,Regular,RegionA
U19179,27-09-2025,26-09-2025,50,1,1,0.432,0.111,Casual,RegionA
U19180,27-09-2025,13-07-2025,150,7,2,0.451,0.211,Regular,RegionB
U19181,27-09-2025,29-06-2025,100,0,3,0,0.084,Casual,RegionB
U19182,27-09-2025,23-06-2025,50,1,3,0.526,0.158,Casual,RegionA
U19183,27-09-2025,,50,2,2,0.383,0.112,Casual,RegionD
U19184,27-09-2025,27-11-2024,50,2,4,0.477,0.1,Casual,RegionA
U19185,27-09-2025,21-11-2024,50,0,2,0.242,0.092,Casual,RegionD
U19186,27-09-2025,17-09-2025,130,3,3,0.92,0.088,Regular,RegionA
U19187,27-09-2025,29-12-2023,240,1,1,0.267,0.11,Casual,NicheRegionX
U19188,27-09-2025,26-01-2024,50,3,1,0.623,0.114,Casual,RegionA
U19189,27-09-2025,12-01-2024,50,2,1,0.392,0.039,Casual,RegionC
U19190,27-09-2025,17-07-2025,210,4,2,0.503,0.1,Regular,RegionC
U19191,27-09-2025,22-09-2025,120,5,3,0.603,0.029,Casual,RegionC
U19192,27-09-2025,10-01-2025,230,3,4,0.361,0.121,Regular,RegionA
U19193,27-09-2025,01-08-2025,320,4,1,0.871,0.086,Regular,RegionA
U19194,27-09-2025,12-05-2025,70,3,3,0.186,0.085,Casual,RegionB
U19195,27-09-2025,12-07-2025,110,4,2,0.188,0.155,Casual,RegionC
U19196,27-09-2025,17-01-2024,50,3,4,0.273,0.133,Casual,RegionD
U19197,27-09-2025,08-09-2025,50,2,4,0.16,0.07,Casual,RegionB
U19198,27-09-2025,15-09-2025,50,3,2,0.334,0.059,Casual,RegionA
U19199,27-09-2025,30-08-2025,50,2,2,0.088,0.033,Casual,RegionB
U19200,27-09-2025,09-09-2025,160,3,1,0.357,0.127,Regular,RegionB
U19201,27-09-2025,29-09-2024,50,0,1,0.305,0.09,Casual,RegionA
U19202,27-09-2025,17-11-2023,50,2,1,0.323,0.179,Casual,RegionD
U19203,27-09-2025,01-08-2025,270,1,1,0.248,0.095,Casual,RegionA
U19204,27-09-2025,17-09-2025,460,7,2,0.709,0.249,VIP,RegionA
U19205,27-09-2025,08-07-2025,60,3,2,0.239,0.172,Casual,RegionA
U19206,27-09-2025,16-05-2024,50,1,1,0.078,0.064,Casual,RegionB
U19207,27-09-2025,,50,2,2,0.252,0.123,Casual,RegionC
U19208,27-09-2025,13-08-2025,190,0,1,0.213,0.178,Regular,RegionB
U19209,27-09-2025,03-07-2025,130,7,1,0.467,0.167,Regular,RegionA
U19210,27-09-2025,15-09-2025,160,3,5,0.754,0.198,Regular,RegionB
U19211,27-09-2025,21-07-2025,4990,3,1,0.126,0.276,Casual,RegionA
U19212,27-09-2025,23-08-2025,50,3,3,0.207,0.084,Casual,RegionB
U19213,27-09-2025,05-04-2025,50,2,2,0.397,0.093,Casual,RegionC
U19214,27-09-2025,06-03-2025,50,3,1,0.273,0.115,Casual,RegionB
U19215,27-09-2025,03-08-2025,460,10,2,0.806,0.215,VIP,RegionC
U19216,27-09-2025,10-09-2025,180,1,1,0.387,0.162,Regular,RegionA
U19217,27-09-2025,14-07-2025,80,1,2,0.296,0.162,Casual,RegionA
U19218,27-09-2025,,50,5,1,0.378,0.148,Regular,RegionC
U19219,27-09-2025,23-08-2024,380,3,2,0.546,0.165,Regular,RegionA
U19220,27-09-2025,09-05-2025,190,8,2,0.267,0.119,Regular,RegionC
U19221,27-09-2025,15-04-2024,90,0,1,0.355,0.112,Casual,RegionB
U19222,27-09-2025,16-02-2025,200,4,4,0.313,0.156,Regular,RegionA
U19223,27-09-2025,24-05-2025,60,3,3,0.369,0.084,Casual,RegionA
U19224,27-09-2025,10-08-2025,70,2,4,0.194,0.095,Casual,RegionB
U19225,27-09-2025,10-08-2025,100,4,2,0.561,0.185,Regular,RegionC
U19226,27-09-2025,24-07-2025,50,3,3,0.272,0.118,Casual,RegionA
U19227,27-09-2025,13-04-2025,60,2,1,0.334,0.137,Casual,RegionD
U19228,27-09-2025,05-08-2025,80,2,3,0.127,0.084,Casual,RegionA
U19229,27-09-2025,13-08-2025,50,5,1,0.25,0.112,Casual,RegionA
U19230,27-09-2025,24-04-2024,160,2,3,0,0.138,Casual,RegionA
U19231,27-09-2025,22-03-2025,90,1,4,0.265,0.03,Dormant,RegionA
U19232,27-09-2025,11-07-2025,450,6,1,0.584,0.057,Regular,RegionB
U19233,27-09-2025,24-06-2025,50,2,3,0.437,0.083,Casual,RegionA
U19234,27-09-2025,,1340,4,4,0.449,0.254,VIP,RegionC
U19235,27-09-2025,24-06-2025,90,3,1,0.401,0.096,Casual,RegionD
U19236,27-09-2025,17-09-2025,4990,5,2,0.567,0.321,Regular,RegionA
U19237,27-09-2025,20-06-2025,80,4,1,0.803,0.106,Regular,RegionE
U19238,27-09-2025,02-08-2025,420,7,2,0.257,0.2,Regular,RegionD
U19239,27-09-2025,08-10-2024,110,0,3,0.071,0.173,Casual,RegionA
U19240,27-09-2025,29-06-2025,50,5,3,0.607,0.115,Casual,RegionA
U19241,27-09-2025,13-07-2025,60,0,1,0.157,0.135,Dormant,RegionA
U19242,27-09-2025,14-01-2024,60,0,1,0.05,0.076,Casual,RegionC
U19243,27-09-2025,20-09-2025,210,3,1,0.763,0.203,Regular,RegionA
U19244,27-09-2025,,100,1,2,0.192,0.07,Casual,RegionB
U19245,27-09-2025,04-07-2025,180,4,1,0.66,0.164,Regular,RegionA
U19246,27-09-2025,18-07-2025,50,3,2,0.374,0.058,Casual,RegionB
U19247,27-09-2025,15-07-2025,210,4,1,0.142,0.187,Regular,RegionA
U19248,27-09-2025,05-11-2024,230,1,1,0.046,0.08,Dormant,RegionA
U19249,27-09-2025,22-08-2025,1170,11,1,0.927,0.292,VIP,RegionA
U19250,27-09-2025,17-10-2023,70,1,2,0.614,0.135,Casual,RegionD
U19251,27-09-2025,19-07-2025,220,7,1,0.767,0.207,Regular,RegionD
U19252,27-09-2025,03-01-2024,50,2,2,0.302,0.036,Casual,RegionA
U19253,27-09-2025,25-09-2025,190,6,1,0.687,0.113,Regular,RegionA
U19254,27-09-2025,24-10-2023,250,6,6,0.583,0.146,Regular,RegionB
U19255,27-09-2025,08-08-2025,150,1,1,0.142,0.083,Casual,RegionA
U19256,27-09-2025,06-09-2025,100,5,4,0.529,0.076,Regular,RegionC
U19257,27-09-2025,,50,1,1,0.533,0.137,Casual,RegionB
U19258,27-09-2025,,1800,6,2,0.927,0.288,VIP,RegionA
U19259,27-09-2025,25-07-2025,100,4,4,0.303,0.053,Regular,RegionA
U19260,27-09-2025,11-03-2025,50,4,3,0.382,0.014,Casual,RegionA
U19261,27-09-2025,07-01-2025,50,1,1,0.18,0.153,Casual,RegionA
U19262,27-09-2025,14-07-2025,50,1,2,0.01,0.132,Casual,RegionA
U19263,27-09-2025,07-06-2024,50,2,2,0.024,0.013,Casual,RegionB
U19264,27-09-2025,,60,1,1,0.349,0.186,Casual,RegionC
U19265,27-09-2025,21-07-2025,210,8,2,0.474,0.152,Regular,RegionA
U19266,27-09-2025,01-03-2025,50,4,5,0.337,0.128,Casual,RegionB
U19267,27-09-2025,07-07-2025,720,4,2,0.817,0.282,VIP,RegionA
U19268,27-09-2025,21-08-2025,360,1,3,0.037,0.14,Dormant,RegionB
U19269,27-09-2025,05-08-2025,190,4,1,0.29,0.089,Regular,RegionA
U19270,27-09-2025,,310,5,1,0.542,0.175,Regular,RegionB
U19271,27-09-2025,04-12-2024,120,3,1,0.721,0.226,Regular,RegionE
U19272,27-09-2025,03-09-2025,80,4,3,0.589,0.073,Regular,RegionB
U19273,27-09-2025,,50,2,3,0.14,0.063,Casual,RegionD
U19274,27-09-2025,31-07-2025,50,0,1,0.026,0.092,Casual,RegionB
U19275,27-09-2025,07-08-2025,730,9,3,1,0.258,VIP,RegionA
U19276,27-09-2025,25-09-2025,19990,5,3,0.319,0.884,Regular,RegionA
U19277,27-09-2025,26-08-2025,160,5,1,0.788,0.127,Regular,RegionB
U19278,27-09-2025,25-09-2025,50,3,1,0.163,0.054,Casual,RegionA
U19279,27-09-2025,09-07-2025,60,4,1,0.302,0.121,Casual,RegionA
U19280,27-09-2025,06-09-2025,80,4,2,0.466,0.157,Casual,RegionA
U19281,27-09-2025,01-03-2025,50,2,1,0.149,0.034,Casual,RegionB
U19282,27-09-2025,09-12-2023,50,3,2,0.42,0.064,Casual,RegionB
U19283,27-09-2025,,770,0,1,0.107,0.062,Dormant,RegionC
U19284,27-09-2025,17-08-2025,120,1,1,0.032,0.093,Casual,RegionB
U19285,27-09-2025,03-04-2024,60,1,4,0.166,0.153,Casual,RegionA
U19286,27-09-2025,26-09-2025,330,3,2,0.136,0.138,Regular,RegionB
U19287,27-09-2025,07-06-2024,120,4,1,0.539,0.107,Regular,RegionC
U19288,27-09-2025,21-07-2025,9990,2,3,0.338,0.483,Casual,RegionC
U19289,27-09-2025,04-08-2025,50,5,5,0.794,0,Casual,RegionA
U19290,27-09-2025,06-07-2025,50,0,1,0.364,0.088,Casual,RegionB
U19291,27-09-2025,04-08-2025,50,4,1,0.423,0.126,Casual,RegionC
U19292,27-09-2025,21-08-2025,100,4,3,0.813,0.158,Regular,RegionA
U19293,27-09-2025,12-07-2025,510,4,3,0.043,0.084,VIP,RegionC
U19294,27-09-2025,24-03-2025,190,1,3,0.351,0.012,Casual,RegionD
U19295,27-09-2025,20-07-2025,70,2,1,0.161,0.136,Casual,RegionE
U19296,27-09-2025,27-12-2024,50,6,1,0.244,0.022,Casual,RegionA
U19297,27-09-2025,25-07-2025,80,1,2,0.192,0.012,Casual,RegionE
U19298,27-09-2025,22-07-2025,50,3,2,0.099,0.125,Casual,RegionA
U19299,27-09-2025,,70,2,3,0.255,0.012,Casual,RegionD
U19300,27-09-2025,,100,2,4,0.125,0.053,Casual,RegionB
U19301,27-09-2025,10-09-2025,90,5,3,0.641,0.236,Regular,RegionA
U19302,27-09-2025,15-08-2025,50,5,1,0.497,0.06,Casual,RegionB
U19303,27-09-2025,31-08-2025,150,0,1,0.091,0.082,Casual,RegionC
U19304,27-09-2025,17-07-2024,100,0,1,0.092,0.088,Dormant,RegionB
U19305,27-09-2025,16-05-2025,130,4,1,0.814,0.225,Regular,RegionC
U19306,27-09-2025,,50,3,1,0.155,0.061,Casual,RegionA
U19307,27-09-2025,02-08-2025,50,3,4,0.36,0.186,Casual,RegionD
U19308,27-09-2025,29-03-2024,50,3,2,0.418,0.092,Casual,RegionE
U19309,27-09-2025,05-09-2025,50,0,1,0.126,0.111,Casual,RegionB
U19310,27-09-2025,26-07-2025,110,4,4,0.273,0.081,Casual,RegionD
U19311,27-09-2025,26-07-2025,50,1,1,0.052,0.091,Casual,RegionC
U19312,27-09-2025,,140,9,5,0.602,0.238,Regular,RegionC
U19313,27-09-2025,10-09-2025,50,2,3,0.114,0.144,Casual,RegionC
U19314,27-09-2025,06-07-2024,50,2,1,0.227,0.066,Casual,RegionA
U19315,27-09-2025,03-12-2023,50,3,1,0.314,0.064,Casual,RegionA
U19316,27-09-2025,08-05-2025,50,3,2,0.431,0.124,Casual,RegionD
U19317,27-09-2025,09-04-2025,50,2,2,0.511,0.131,Casual,RegionC
U19318,27-09-2025,02-04-2024,180,1,3,0.063,0.075,Casual,RegionC
U19319,27-09-2025,29-12-2024,50,1,1,0,0.201,Casual,RegionD
U19320,27-09-2025,28-02-2025,160,1,1,0.168,0.083,Casual,RegionC
U19321,27-09-2025,24-08-2025,50,2,3,0.233,0.06,Regular,RegionB
U19322,27-09-2025,01-05-2025,600,3,3,0.466,0.124,Regular,RegionC
U19323,27-09-2025,15-08-2025,50,2,1,0.415,0.157,Casual,RegionC
U19324,27-09-2025,30-04-2025,140,2,4,0,0.168,Casual,RegionC
U19325,27-09-2025,03-08-2025,60,3,1,0.311,0.064,Casual,RegionA
U19326,27-09-2025,09-07-2025,180,1,3,0.314,0.101,Regular,RegionA
U19327,27-09-2025,01-03-2025,90,3,1,0.337,0.257,Regular,RegionD
U19328,27-09-2025,02-09-2025,90,0,1,0.208,0,Dormant,RegionD
U19329,27-09-2025,,330,5,1,0.606,0.179,Regular,RegionA
U19330,27-09-2025,13-12-2023,50,0,3,0.136,0.124,Casual,RegionA
U19331,27-09-2025,20-07-2025,470,11,3,0.783,0.332,VIP,RegionE
U19332,27-09-2025,06-09-2025,90,4,2,0.146,0.163,Casual,RegionE
U19333,27-09-2025,17-08-2025,50,3,4,0.472,0.141,Casual,RegionD
U19334,27-09-2025,22-08-2025,60,3,2,0.74,0.065,Casual,RegionC
U19335,27-09-2025,01-08-2025,1420,12,1,0.537,0.329,VIP,RegionB
U19336,27-09-2025,07-07-2025,50,4,3,0.418,0.122,Casual,RegionA
U19337,27-09-2025,,60,5,3,0.892,0.232,Regular,RegionB
U19338,27-09-2025,29-06-2025,60,1,3,0.246,0.098,Casual,RegionB
U19339,27-09-2025,06-10-2024,950,12,3,0.888,0.288,VIP,RegionC
U19340,27-09-2025,27-11-2023,170,6,2,0.266,0.145,Regular,RegionB
U19341,27-09-2025,26-08-2025,70,2,5,0.218,0.116,Casual,RegionA
U19342,27-09-2025,28-08-2025,60,1,3,0.132,0.064,Casual,RegionA
U19343,27-09-2025,,60,1,3,0.049,0.011,Dormant,RegionB
U19344,27-09-2025,16-10-2023,50,1,4,0,0.084,Casual,RegionB
U19345,27-09-2025,15-02-2025,170,4,8,0.378,0.216,Regular,RegionB
U19346,27-09-2025,,140,2,1,0.2,0.147,Regular,RegionA
U19347,27-09-2025,26-07-2025,160,1,2,0.093,0.062,Dormant,RegionB
U19348,27-09-2025,23-05-2025,50,1,2,0.172,0.137,Casual,RegionA
U19349,27-09-2025,12-01-2025,50,5,4,0.511,0.088,Regular,RegionA
U19350,27-09-2025,11-08-2025,60,2,2,0.204,0.121,Casual,RegionA
U19351,27-09-2025,05-04-2024,800,10,2,0.852,0.262,VIP,RegionB
U19352,27-09-2025,19-05-2025,80,3,2,0.256,0.11,Casual,RegionC
U19353,27-09-2025,05-09-2025,760,6,2,0.868,0.285,VIP,RegionA
U19354,27-09-2025,17-06-2025,140,4,1,0.331,0.1,Regular,RegionA
U19355,27-09-2025,20-03-2025,1070,11,2,0.931,0.325,VIP,RegionB
U19356,27-09-2025,03-07-2025,50,5,3,0.346,0.095,Casual,RegionC
U19357,27-09-2025,24-07-2025,50,1,3,0.28,0.033,Casual,RegionA
U19358,27-09-2025,04-08-2025,150,4,1,0.206,0.153,Casual,RegionB
U19359,27-09-2025,15-07-2025,50,2,1,0,0.073,Casual,RegionA
U19360,27-09-2025,02-01-2025,150,1,2,0.006,0.123,Casual,RegionB
U19361,27-09-2025,,360,5,2,0.724,0.271,Regular,RegionC
U19362,27-09-2025,30-08-2025,90,5,2,0.396,0.213,Regular,RegionB
U19363,27-09-2025,13-03-2025,60,1,2,0.06,0.155,Casual,RegionB
U19364,27-09-2025,03-03-2024,50,0,3,0.003,0.089,Dormant,RegionC
U19365,27-09-2025,11-10-2024,50,1,1,0.264,0.058,Casual,RegionC
U19366,27-09-2025,01-01-2025,50,2,2,0.511,0.194,Casual,RegionA
U19367,27-09-2025,11-12-2024,70,3,1,0.169,0.194,Regular,RegionA
U19368,27-09-2025,04-04-2025,120,2,3,0.515,0.176,Regular,RegionB
U19369,27-09-2025,22-07-2025,50,0,3,0.199,0.06,Casual,RegionB
U19370,27-09-2025,18-02-2025,130,2,2,0.025,0.066,Casual,RegionD
U19371,27-09-2025,16-05-2024,50,1,2,0.391,0.092,Casual,RegionA
U19372,27-09-2025,20-10-2023,1650,8,2,0.598,0.326,VIP,RegionA
U19373,27-09-2025,11-05-2024,110,3,3,0.156,0.187,Casual,RegionA
U19374,27-09-2025,30-08-2025,220,3,1,0.493,0.112,Regular,RegionA
U19375,27-09-2025,20-05-2025,200,1,1,0,0.168,Casual,RegionD
U19376,27-09-2025,13-12-2024,260,3,4,0.518,0.024,Regular,RegionA
U19377,27-09-2025,10-07-2025,70,3,1,0.337,0.119,Casual,RegionB
U19378,27-09-2025,,50,3,2,0.397,0.088,Casual,RegionA
U19379,27-09-2025,18-06-2025,1220,11,1,0.972,0.395,VIP,RegionA
U19380,27-09-2025,,50,4,1,0.566,0.149,Regular,RegionB
U19381,27-09-2025,09-11-2023,70,1,4,0.757,0.173,Casual,RegionA
U19382,27-09-2025,15-09-2025,450,8,3,0.882,0.179,VIP,RegionA
U19383,27-09-2025,03-07-2025,90,0,1,0.103,0.063,Casual,RegionB
U19384,27-09-2025,08-02-2024,130,1,3,0.425,0.182,Regular,RegionA
U19385,27-09-2025,11-08-2025,110,1,2,0.162,0,Casual,RegionA
U19386,27-09-2025,01-07-2024,50,2,1,0.799,0.008,Casual,RegionA
U19387,27-09-2025,05-09-2025,260,5,1,0.697,0.294,Regular,RegionB
U19388,27-09-2025,20-11-2023,130,5,1,0.515,0.131,Regular,RegionE
U19389,27-09-2025,20-03-2025,160,2,1,0.7,0.093,Casual,RegionC
U19390,27-09-2025,02-12-2024,50,3,1,0.246,0.035,Casual,RegionC
U19391,27-09-2025,08-12-2024,50,0,1,0.325,0.171,Casual,RegionA
U19392,27-09-2025,19-12-2023,240,1,3,0.635,0.206,Regular,RegionD
U19393,27-09-2025,08-11-2024,50,0,2,0.5,0.134,Casual,RegionA
U19394,27-09-2025,28-08-2025,60,0,3,0.007,0.077,Casual,RegionC
U19395,27-09-2025,01-08-2025,200,4,1,0.487,0.108,Casual,RegionB
U19396,27-09-2025,17-10-2024,50,0,1,0.226,0.066,Casual,RegionA
U19397,27-09-2025,01-08-2025,60,1,2,0.343,0.106,Casual,RegionC
U19398,27-09-2025,25-08-2025,50,1,3,0.303,0.066,Casual,RegionA
U19399,27-09-2025,,110,3,1,0.38,0.139,Regular,RegionA
U19400,27-09-2025,14-03-2025,160,4,2,0.415,0.029,Casual,RegionB
U19401,27-09-2025,05-04-2024,50,1,1,0.164,0.043,Casual,RegionB
U19402,27-09-2025,20-04-2024,110,1,1,0.211,0.045,Casual,RegionA
U19403,27-09-2025,10-10-2023,190,2,1,0.151,0.197,Casual,RegionA
U19404,27-09-2025,,50,3,2,0.115,0.068,Casual,RegionA
U19405,27-09-2025,17-06-2024,270,1,1,0.458,0.158,Casual,RegionC
U19406,27-09-2025,01-08-2025,50,2,2,0.238,0.15,Casual,RegionB
U19407,27-09-2025,,830,1,1,0.049,0.029,Dormant,RegionA
U19408,27-09-2025,,70,1,1,0.08,0.14,Casual,RegionD
U19409,27-09-2025,13-09-2025,70,4,6,0.339,0.121,Regular,RegionC
U19410,27-09-2025,22-07-2025,110,2,3,0.206,0.114,Regular,RegionB
U19411,27-09-2025,16-01-2024,50,2,6,0.323,0.111,Casual,RegionC
U19412,27-09-2025,27-02-2024,50,0,3,0.348,0.025,Casual,RegionE
U19413,27-09-2025,05-02-2025,340,7,4,0.48,0.153,Regular,RegionA
U19414,27-09-2025,01-09-2024,460,2,1,0.131,0.161,Dormant,RegionB
U19415,27-09-2025,20-07-2025,110,0,1,0.207,0.091,Casual,RegionC
U19416,27-09-2025,26-08-2025,50,3,1,0.168,0.207,Regular,RegionA
U19417,27-09-2025,11-10-2024,50,4,2,0.253,0.137,Casual,RegionB
U19418,27-09-2025,23-05-2024,60,3,1,0.153,0.033,Casual,RegionE
U19419,27-09-2025,25-02-2024,430,5,1,0.321,0.264,Regular,RegionA
U19420,27-09-2025,28-08-2025,90,4,1,0.502,0.093,Regular,RegionA
U19421,27-09-2025,05-09-2025,50,3,1,0.28,0.021,Casual,RegionA
U19422,27-09-2025,26-09-2025,1120,9,3,0.681,0.357,VIP,RegionC
U19423,27-09-2025,01-05-2025,150,8,3,0.683,0.202,Regular,RegionB
U19424,27-09-2025,21-07-2025,220,4,2,0.331,0.162,Regular,RegionA
U19425,27-09-2025,17-09-2025,80,2,2,0.463,0.091,Regular,RegionA
U19426,27-09-2025,28-03-2024,1420,3,3,0.159,0.112,Dormant,RegionA
U19427,27-09-2025,03-01-2025,80,0,1,0.348,0.088,Casual,RegionA
U19428,27-09-2025,17-09-2025,4990,4,2,0.686,0.315,Regular,RegionA
U19429,27-09-2025,21-07-2025,50,1,5,0.236,0.104,Casual,RegionC
U19430,27-09-2025,23-07-2025,50,0,1,0,0,Casual,RegionB
U19431,27-09-2025,09-03-2025,60,3,4,0.391,0.13,Casual,RegionA
U19432,27-09-2025,25-06-2025,50,4,1,0.191,0.096,Casual,RegionA
U19433,27-09-2025,23-10-2024,60,2,1,0.303,0.136,Casual,RegionD
U19434,27-09-2025,15-07-2024,110,4,4,0.663,0.037,Regular,RegionB
U19435,27-09-2025,12-07-2025,90,1,3,0.038,0.172,Casual,RegionA
U19436,27-09-2025,11-08-2025,350,4,2,0.721,0.128,Regular,RegionC
U19437,27-09-2025,14-07-2025,110,0,1,0.061,0.148,Casual,RegionE
U19438,27-09-2025,01-09-2025,130,1,6,0.009,0.035,Dormant,RegionB
U19439,27-09-2025,,100,2,3,0.15,0.063,Casual,RegionA
U19440,28-09-2025,08-09-2025,110,2,5,0.38,0.111,Casual,RegionA
U19441,28-09-2025,25-09-2025,50,1,3,0.085,0.071,Casual,RegionC
U19442,28-09-2025,20-07-2025,70,2,1,0.279,0.18,Regular,RegionC
U19443,28-09-2025,16-08-2025,80,3,3,0.096,0.024,Casual,RegionB
U19444,28-09-2025,18-10-2024,140,2,4,0.269,0.038,Casual,RegionC
U19445,28-09-2025,16-06-2025,60,0,1,0.239,0.116,Casual,RegionA
U19446,28-09-2025,10-07-2025,260,6,2,0.412,0.158,Regular,RegionB
U19447,28-09-2025,03-07-2025,250,2,3,0.588,0.238,Regular,RegionD
U19448,28-09-2025,14-11-2024,230,4,2,0.395,0.171,Regular,RegionA
U19449,28-09-2025,08-12-2023,60,1,2,0.224,0.106,Casual,RegionB
U19450,28-09-2025,09-04-2025,90,2,1,0.14,0.048,Casual,RegionA
U19451,28-09-2025,07-06-2025,50,1,2,0.231,0.133,Casual,RegionA
U19452,28-09-2025,05-11-2023,230,5,1,0.772,0.169,Regular,RegionB
U19453,28-09-2025,20-01-2025,140,2,3,0.504,0.094,Casual,RegionB
U19454,28-09-2025,07-08-2025,50,1,8,0.179,0.069,Casual,RegionC
U19455,28-09-2025,07-08-2025,50,1,3,0.201,0.057,Casual,RegionA
U19456,28-09-2025,25-07-2024,180,1,2,0,0.016,Dormant,RegionB
U19457,28-09-2025,02-07-2025,210,3,1,0.56,0.228,Regular,RegionA
U19458,28-09-2025,16-05-2025,90,4,1,0.511,0.126,Regular,RegionB
U19459,28-09-2025,03-08-2025,120,7,4,0.53,0.097,Regular,RegionE
U19460,28-09-2025,07-02-2025,50,1,2,0.213,0.08,Casual,RegionA
U19461,28-09-2025,12-07-2025,1380,10,1,0.51,0.307,VIP,RegionA
U19462,28-09-2025,28-11-2024,50,3,1,0.132,0.129,Casual,RegionA
U19463,28-09-2025,15-06-2025,50,2,2,0.482,0.099,Casual,RegionA
U19464,28-09-2025,02-07-2025,120,1,2,0.469,0.209,Regular,RegionA
U19465,28-09-2025,06-03-2025,420,7,2,1,0.27,VIP,RegionA
U19466,28-09-2025,24-08-2025,130,6,1,0.52,0.201,Regular,RegionA
U19467,28-09-2025,12-08-2025,180,1,1,0.176,0.162,Casual,RegionB
U19468,28-09-2025,01-08-2024,90,0,3,0.119,0.034,Casual,RegionC
U19469,28-09-2025,23-09-2025,470,6,4,0.965,0.277,VIP,RegionB
U19470,28-09-2025,24-07-2025,390,10,1,1,0.305,VIP,RegionA
U19471,28-09-2025,17-09-2025,50,0,3,0.089,0.055,Casual,RegionA
U19472,28-09-2025,01-08-2025,60,4,2,0.141,0.095,Regular,RegionA
U19473,28-09-2025,05-08-2025,9990,3,1,0.839,0.469,Regular,RegionB
U19474,28-09-2025,,80,2,3,0.296,0.139,Casual,RegionB
U19475,28-09-2025,21-09-2025,670,9,1,1,0.261,VIP,RegionB
U19476,28-09-2025,03-09-2025,150,1,3,0.116,0.035,Casual,RegionD
U19477,28-09-2025,10-07-2025,270,1,1,0.555,0.235,Regular,RegionE
U19478,28-09-2025,29-07-2025,50,1,1,0.454,0.097,Casual,RegionD
U19479,28-09-2025,,280,5,2,0.401,0.151,Regular,RegionC
U19480,28-09-2025,17-08-2024,250,5,4,0.359,0.131,Regular,RegionA
U19481,28-09-2025,20-07-2025,50,5,1,0.626,0.201,Regular,RegionA
U19482,28-09-2025,20-02-2025,50,3,3,0.251,0.02,Casual,RegionA
U19483,28-09-2025,15-09-2025,290,1,1,0.44,0.12,Regular,RegionC
U19484,28-09-2025,27-08-2025,70,3,3,0.178,0.093,Casual,RegionA
